iter	Logloss
195	0.2164128865
196	0.2159721337
197	0.2154746877
198	0.2150573892
199	0.2145864893
200	0.2141060415
201	0.2137757287
202	0.2132216325
203	0.2126657574
204	0.2121046141
205	0.2115789358
206	0.2111339169
207	0.2106220606
208	0.2102881005
209	0.2098930974
210	0.2094529772
211	0.2090812106
212	0.2086892321
213	0.2083194702
214	0.2080081511
215	0.2076088618
216	0.2071403568
217	0.206797733
218	0.20608382
219	0.2056061853
220	0.2051793968
221	0.2047989414
222	0.2044000609
223	0.2039770095
224	0.2036995338
225	0.2033923361
226	0.2030443932
227	0.2026623257
228	0.2023861338
229	0.2019529707
230	0.2016458997
231	0.201115973
232	0.2006628338
233	0.2003671543
234	0.2000544322
235	0.1996344872
236	0.1992706939
237	0.198873719
238	0.198529551
239	0.1982170701
240	0.1977621286
241	0.197327728
242	0.1970593392
243	0.1963009222
244	0.1959559458
245	0.1957206943
246	0.1953023315
247	0.1948744051
248	0.1945863164
249	0.1942406193
250	0.1939099835
251	0.193449502
252	0.1932124575
253	0.1928045998
254	0.1925236403
255	0.1921013872
256	0.1917947023
257	0.1916320149
258	0.1912599614
259	0.1909714904
260	0.190724377
261	0.1902892903
262	0.1899637656
263	0.1895379999
264	0.189247954
265	0.1888869507
266	0.1885926503
267	0.1884178415
268	0.1878840578
269	0.187574396
270	0.1871867132
271	0.1867670342
272	0.1864381404
273	0.1861030955
274	0.1857511651
275	0.1854860125
276	0.1851492059
277	0.1848359839
278	0.1845870892
279	0.1842498247
280	0.1836620608
281	0.1833740816
282	0.1831056328
283	0.1828171353
284	0.182510882
285	0.1822797695
286	0.1819998635
287	0.1817615797
288	0.1813818703
289	0.1811946963
290	0.1809945877
291	0.1807331537
292	0.1803761276
293	0.1801256236
294	0.1798986156
295	0.1797163495
296	0.1794463441
297	0.1792439879
298	0.1785733245
299	0.1783173189
300	0.1780645734
301	0.1778184711
302	0.1775764348
303	0.1773287427
304	0.1771089957
305	0.17677836
306	0.1764617337
307	0.1761688385
308	0.1759414074
309	0.1756916253
310	0.1753130894
311	0.1750415026
312	0.1747498562
313	0.1742670675
314	0.1740288299
315	0.1737666149
316	0.1735476191
317	0.173351662
318	0.1731535175
319	0.1727610752
320	0.1723345692
321	0.1721373803
322	0.1719076505
323	0.1717235363
324	0.1712572498
325	0.1710113473
326	0.1708608173
327	0.1706158001
328	0.1703983847
329	0.1701093979
330	0.1698578927
331	0.1697098654
332	0.1694511201
333	0.169151836
334	0.168889366
335	0.1686257942
336	0.1683078203
337	0.1681040695
338	0.1679581279
339	0.16779343
340	0.167608362
341	0.1673948983
342	0.1670747265
343	0.1668911625
344	0.1665355011
345	0.1663076937
346	0.1661182769
347	0.1658328842
348	0.1655082191
349	0.1653229104
350	0.1651542903
351	0.1648629802
352	0.1646114851
353	0.164256215
354	0.1640224681
355	0.1638524372
356	0.1635592032
357	0.1633956088
358	0.163212968
359	0.1629112883
360	0.1626879139
361	0.1624749814
362	0.1621780722
363	0.161922639
364	0.1616849017
365	0.1615017008
366	0.1612432257
367	0.1610337836
368	0.1608982479
369	0.1607456966
370	0.1605021116
371	0.1602105151
372	0.1599006191
373	0.1597190879
374	0.1595198738
375	0.1592909731
376	0.1591046768
377	0.1588705377
378	0.1584403716
379	0.1581669767
380	0.1580184643
381	0.1578302185
382	0.1577195615
383	0.1575133449
384	0.1572380785
385	0.1569575128
386	0.1567005315
387	0.1563902542
388	0.1561516078
389	0.1559507644
390	0.1556867051
391	0.1555247243
392	0.1553785436
393	0.1551236264
394	0.1548520106
395	0.1546634094
396	0.1544610387
397	0.1542751749
398	0.1541036192
399	0.1540022474
400	0.1536877742
401	0.1534504641
402	0.1533293123
403	0.1532698062
404	0.1530513367
405	0.1529339368
406	0.1526946128
407	0.152422542
408	0.1523367455
409	0.1520518162
410	0.1518263965
411	0.1516331007
412	0.1514447246
413	0.1511586546
414	0.1509693075
415	0.1507861987
416	0.1505593889
417	0.1503059073
418	0.1501526035
419	0.1497567962
420	0.149666533
421	0.149546133
422	0.1494719927
423	0.1493758313
424	0.1491539362
425	0.1489425718
426	0.1486993231
427	0.1483966039
428	0.1480884801
429	0.147898765
430	0.1476272217
431	0.1475297684
432	0.1474457359
433	0.1471948331
434	0.1469684551
435	0.1467732681
436	0.1463712727
437	0.1462383595
438	0.1459376713
439	0.1457723618
440	0.1454242367
441	0.145364935
442	0.1452029172
443	0.1448218411
444	0.1447447223
445	0.1445194342
446	0.1444352082
447	0.1441788651
448	0.1439370805
449	0.1437217991
450	0.1436524929
451	0.1434526506
452	0.1431944475
453	0.1428059883
454	0.1424585432
455	0.1423234102
456	0.142185207
457	0.1418688053
458	0.1417520055
459	0.1413974267
460	0.1413301191
461	0.1412852167
462	0.1412037137
463	0.1410146917
464	0.1407445403
465	0.14048551
466	0.1404333157
467	0.1402030997
468	0.1399659703
469	0.139881142
470	0.1398087947
471	0.1397362145
472	0.1396661336
473	0.1394356772
474	0.1391438968
475	0.1388534876
476	0.1386118732
477	0.1385546924
478	0.1384782269
479	0.1380989872
480	0.1379540285
481	0.1376857532
482	0.1376251352
483	0.1371912662
484	0.1370985957
485	0.1368104424
486	0.1366571571
487	0.1364916756
488	0.1363349248
489	0.1361279261
490	0.1358812729
491	0.13545392
492	0.1354059478
493	0.1351520548
494	0.1348844809
495	0.1347445889
496	0.1346096572
497	0.1344247637
498	0.134215063
499	0.1341007648
500	0.1339651128
501	0.1337889883
502	0.1336063238
503	0.1335443395
504	0.1332980477
505	0.133185644
506	0.1330417009
507	0.1329845506
508	0.1326234715
509	0.1324962304
510	0.132362549
511	0.1323180342
512	0.1319965711
513	0.1319358717
514	0.1318667076
515	0.1316406588
516	0.1313757225
517	0.1311824779
518	0.1311146604
519	0.1308886389
520	0.1306139713
521	0.13056553
522	0.1302017312
523	0.1300440566
524	0.129849253
525	0.1296570413
526	0.1293920104
527	0.1291879166
528	0.1291101663
529	0.1288808238
530	0.1286560012
531	0.1284545853
532	0.1282117375
533	0.128038117
534	0.1276924912
535	0.1276467424
536	0.127507968
537	0.1272988366
538	0.1271137759
539	0.1269670949
540	0.12674402
541	0.1266795167
542	0.1264412388
543	0.1263947246
544	0.1263468852
545	0.1261315146
546	0.1259389154
547	0.1256374212
548	0.1255589876
549	0.1253102269
550	0.1252168424
551	0.1251552561
552	0.1249458495
553	0.1247811376
554	0.1247564579
555	0.1246967271
556	0.1246080524
557	0.1245837808
558	0.1244724258
559	0.1242540886
560	0.1238920026
561	0.1237992624
562	0.1235685977
563	0.1234209302
564	0.1232333405
565	0.1229261011
566	0.1227099374
567	0.122485326
568	0.1224468485
569	0.1222703715
570	0.1222319346
571	0.1220758428
572	0.1219112859
573	0.1217186357
574	0.1216798114
575	0.1216096788
576	0.1213557005
577	0.1211526527
578	0.1209486809
579	0.1208937028
580	0.1208717052
581	0.1207317882
582	0.1205889316
583	0.1203649507
584	0.1201905582
585	0.1200737153
586	0.1197957838
587	0.1195892421
588	0.1195070581
589	0.1194726701
590	0.1192545424
591	0.1190429678
592	0.1189979736
593	0.1187868513
594	0.1187307208
595	0.1185037034
596	0.1184553339
597	0.1183331635
598	0.1183114414
599	0.118046546
600	0.1179544058
601	0.1177108477
602	0.1175234121
603	0.1173883194
604	0.1171811382
605	0.1168619682
606	0.1168406539
607	0.1166645756
608	0.1164864052
609	0.1164373815
610	0.1164165057
611	0.1162462403
612	0.1161990945
613	0.1160027213
614	0.1157828923
615	0.1154948767
616	0.1154209094
617	0.1154005537
618	0.1152417694
619	0.1152214648
620	0.1151875564
621	0.115062757
622	0.1149545336
623	0.1147055055
624	0.1145765601
625	0.1145441299
626	0.1144288337
627	0.1142034194
628	0.1141834308
629	0.1140339196
630	0.113866729
631	0.1135087061
632	0.1134778874
633	0.1134371153
634	0.1133026829
635	0.1131733724
636	0.113143043
637	0.1130095103
638	0.1128746125
639	0.1127026681
640	0.1125623535
641	0.1123172956
642	0.1121730851
643	0.1120650013
644	0.1119216742
645	0.1119022568
646	0.1117818965
647	0.1116640471
648	0.1114786636
649	0.111430437
650	0.1113925713
651	0.1112848857
652	0.1112552193
653	0.1111299903
654	0.1109690764
655	0.1108554068
656	0.1107388104
657	0.1106357081
658	0.1105459373
659	0.1104455295
660	0.1104267341
661	0.1102892977
662	0.1102434877
663	0.1100871755
664	0.1099952097
665	0.1098516471
666	0.1098111501
667	0.1097291474
668	0.1095282909
669	0.1095099954
670	0.1094918633
671	0.1093034545
672	0.109128364
673	0.1090037563
674	0.1089747732
675	0.108889905
676	0.1087091008
677	0.1086530108
678	0.108635368
679	0.1084697767
680	0.1083317599
681	0.1082983814
682	0.1081371831
683	0.1081197951
684	0.1080269057
685	0.1079834109
686	0.1078556472
687	0.1075807978
688	0.107550744
689	0.1074431729
690	0.1074109463
691	0.1072921632
692	0.1072749588
693	0.1072420393
694	0.107140364
695	0.107008676
696	0.1068746236
697	0.106776947
698	0.1067502174
699	0.1067334006
700	0.1066352541
701	0.106545695
702	0.1065085639
703	0.1063584587
704	0.1062771595
705	0.1061705241
706	0.1060212564
707	0.1058993618
708	0.1057507565
709	0.1057113918
710	0.1055429621
711	0.105436297
712	0.105287841
713	0.1051772353
714	0.1050999226
715	0.1050720613
716	0.1048705303
717	0.1047356711
718	0.1045521307
719	0.104467538
720	0.1044509352
721	0.1042942284
722	0.1042684274
723	0.1042521612
724	0.1041306329
725	0.1039565274
726	0.1038661311
727	0.1038502628
728	0.1036989711
729	0.1035942277
730	0.1034473926
731	0.1033368206
732	0.1032297429
733	0.1031153839
734	0.1029161424
735	0.1029003863
736	0.1027677807
737	0.1027184116
738	0.1026774151
739	0.1025844784
740	0.1024804317
741	0.1024562622
742	0.1024409242
743	0.1023748102
744	0.1022038856
745	0.1020546695
746	0.1018709108
747	0.1018469147
748	0.1016832714
749	0.1015827996
750	0.10143577
751	0.1013032466
752	0.1011809301
753	0.1010411178
754	0.1009314464
755	0.1009165572
756	0.1007855648
757	0.1007089263
758	0.1005696452
759	0.1005375006
760	0.1005228865
761	0.1004269727
762	0.1003012932
763	0.1001206755
764	0.1000754981
765	0.09992080281
766	0.09983246388
767	0.09969526178
768	0.09968078035
769	0.09958557003
770	0.09946672787
771	0.09940963951
772	0.09924634919
773	0.09915032956
774	0.09906350306
775	0.09904092432
776	0.09900592431
777	0.09894735835
778	0.09878787731
779	0.09868233298
780	0.09866818808
781	0.09864332499
782	0.09853952801
783	0.09848364326
784	0.09837305958
785	0.09830929072
786	0.09814701869
787	0.09812527651
788	0.09811133558
789	0.09794589547
790	0.09792411234
791	0.09781798719
792	0.09779526576
793	0.09770457547
794	0.09763782927
795	0.0975106703
796	0.09742060712
797	0.0972974159
798	0.09718795082
799	0.09717424444
800	0.0970644978
801	0.09705070991
802	0.09692553382
803	0.09682936529
804	0.09676055637
805	0.09657936088
806	0.09655743514
807	0.09642731787
808	0.09641377466
809	0.09631670631
810	0.09621211644
811	0.09608033697
812	0.09586052636
813	0.09582431271
814	0.0956522344
815	0.09553564808
816	0.09546144736
817	0.0954407351
818	0.095414434
819	0.09536136222
820	0.09518575891
821	0.09517276632
822	0.09515946794
823	0.0950059827
824	0.09498468891
825	0.09497182889
826	0.09484384428
827	0.09482401917
828	0.09470288811
829	0.09464125199
830	0.09447580543
831	0.09438409415
832	0.09434997109
833	0.09426100451
834	0.09424817524
835	0.09415371113
836	0.0941117156
837	0.09401694595
838	0.09396128698
839	0.09394054397
840	0.09392793906
841	0.09387280831
842	0.09375625051
843	0.09367088582
844	0.09357835185
845	0.09350896316
846	0.09341358744
847	0.09340100292
848	0.09325564854
849	0.09309057182
850	0.09306110925
851	0.09304068246
852	0.09301858303
853	0.09291377701
854	0.09266079414
855	0.0925557946
856	0.09247855455
857	0.09234802825
858	0.09221150311
859	0.0921988778
860	0.0921863544
861	0.09216671285
862	0.0920866395
863	0.09203268097
864	0.09201156071
865	0.09190441712
866	0.09181414439
867	0.0917150809
868	0.09163472097
869	0.09162266675
870	0.09161067371
871	0.09157654062
872	0.09147794304
873	0.09142007907
874	0.09140817782
875	0.09132547076
876	0.09128459717
877	0.09117450332
878	0.09114915072
879	0.09113014129
880	0.0910265913
881	0.09101463914
882	0.09092997572
883	0.09083543736
884	0.0907477547
885	0.09073595535
886	0.09064677349
887	0.090565102
888	0.09048946352
889	0.09037260479
890	0.09030700029
891	0.09019802399
892	0.09010857755
893	0.09000672633
894	0.08998836973
895	0.08990383156
896	0.08989227704
897	0.08983212896
898	0.08972814938
899	0.08971662561
900	0.08959123369
901	0.08953265634
902	0.08949613675
903	0.08941011644
904	0.08933295781
905	0.08921777905
906	0.08919050915
907	0.08910374295
908	0.08909220875
909	0.08894969379
910	0.08884221964
911	0.08870740961
912	0.08868768655
913	0.08855354019
914	0.0884264883
915	0.08830816481
916	0.0882349415
917	0.08822342762
918	0.08814763903
919	0.08812964956
920	0.08802519872
921	0.08794093048
922	0.08790382976
923	0.08785394009
924	0.08771248421
925	0.08770148055
926	0.08761293121
927	0.087529308
928	0.08751833493
929	0.0874186703
930	0.08733831101
931	0.08725855739
932	0.08724774733
933	0.08715509313
934	0.08705868143
935	0.08700960712
936	0.08699893983
937	0.08698127678
938	0.08682595893
939	0.08681533235
940	0.08673113781
941	0.08664545148
942	0.08662792109
943	0.08661077797
944	0.08658728149
945	0.08646587103
946	0.08645550968
947	0.08638283882
948	0.08629113869
949	0.08621423581
950	0.08620384403
951	0.08616682497
952	0.08613907584
953	0.08612894912
954	0.08603531814
955	0.08590580248
956	0.08579700999
957	0.08572097315
958	0.08564530279
959	0.08560759011
960	0.08553843008
961	0.08547627808
962	0.08539045233
963	0.08538035096
964	0.08526713037
965	0.08523855034
966	0.08514555052
967	0.08512887158
968	0.08511183555
969	0.08504416116
970	0.08492586316
971	0.08485924618
972	0.08484925714
973	0.08473265336
974	0.08467676885
975	0.08466699396
976	0.08457822935
977	0.08456820454
978	0.08445760835
979	0.08444077126
980	0.0844232611
981	0.08432502659
982	0.08425614629
983	0.08421093288
984	0.08412900533
985	0.08400856686
986	0.08399874616
987	0.08398131241
988	0.08397169551
989	0.08391569818
990	0.08387036248
991	0.08379306745
992	0.08376957623
993	0.08372389444
994	0.08362607231
995	0.08348914428
996	0.08343871881
997	0.08339971074
998	0.08336740341
999	0.08327631875
.08274094857
